jnstrans|date|idr|sgd|usd|NomIdr|NomSgd|NomUsd|total|bln|mth
TRANSAKSI TRANSFER VIA ATM|07/26/2019|619005|24|275|2060225459171.00|168533448.00|2869338627.00|619304|JUL2019|2019-07
TRANSAKSI TRANSFER VIA ATM|07/27/2019|0|0|0|0.00|0.00|0.00|0|JUL2019|2019-07
TRANSAKSI TRANSFER VIA ATM|07/28/2019|0|0|0|0.00|0.00|0.00|0|JUL2019|2019-07
TRANSAKSI TRANSFER VIA ATM|07/29/2019|1597879|45|674|4810260329263.00|569862949.00|6289683970.00|1598598|JUL2019|2019-07
TRANSAKSI TRANSFER VIA ATM|07/30/2019|637534|21|370|2183656590127.00|145950000.00|3466704764.00|637925|JUL2019|2019-07
TRANSAKSI TRANSFER VIA ATM|07/31/2019|731420|24|343|2332819793234.00|184248351.00|3565687703.00|731787|JUL2019|2019-07
TRANSAKSI TRANSFER VIA ATM|08/01/2019|744146|17|368|2267196415104.00|137614347.00|4184019023.00|744531|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/02/2019|674402|26|389|2122391379511.00|241507302.00|4244392189.00|674817|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/03/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/04/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/05/2019|1533325|38|813|4567405037236.00|264804471.00|7804683889.00|1534176|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/06/2019|623967|20|406|2074751580521.00|144429842.00|4605448925.00|624393|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/07/2019|591316|15|302|1957011390911.00|104360260.00|2879280193.00|591633|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/08/2019|570137|25|300|1926992220564.00|175525710.00|2760137083.00|570462|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/09/2019|586506|26|269|2008245806275.00|162091355.00|2561485975.00|586801|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/10/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/11/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/12/2019|1410342|40|668|4137052567226.00|266744931.00|5648925990.00|1411050|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/13/2019|526283|17|336|1836448157452.00|74273000.00|3311597263.00|526636|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/14/2019|525928|19|296|1789991214373.00|129171000.00|2675428765.00|526243|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/15/2019|538303|16|308|1783698835060.00|186643433.00|3076432986.00|538627|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/16/2019|534479|18|298|1841695790442.00|192490150.00|2651401386.00|534795|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/17/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/18/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/19/2019|1288193|51|626|3679700671130.00|353150438.00|4840203505.00|1288870|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/20/2019|546493|25|304|1911042835613.00|147376422.00|3079483294.00|546822|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/21/2019|519642|13|304|1789003918019.00|98550000.00|2663084114.00|519959|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/22/2019|501899|19|237|1733221984056.00|189052341.00|2568628405.00|502155|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/23/2019|549992|20|255|1893344204431.00|319057470.00|2616859615.00|550267|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/24/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/25/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/26/2019|1483075|45|656|4468147938610.00|598458777.00|5782944997.00|1483776|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/27/2019|563132|22|301|1969539880691.00|162028610.00|3305780985.00|563455|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/28/2019|626518|24|287|1983313676429.00|204724500.00|2972628217.00|626829|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/29/2019|578627|14|276|1885482899123.00|105030000.00|2873617368.00|578917|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/30/2019|689595|19|292|2261884055522.00|256708732.00|2917741864.00|689906|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|08/31/2019|0|0|0|0.00|0.00|0.00|0|AUG2019|2019-08
TRANSAKSI TRANSFER VIA ATM|09/01/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/02/2019|1838565|59|773|5190019045252.00|796842821.00|6929081311.00|1839397|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/03/2019|634823|18|373|2071948842402.00|205067550.00|3531544239.00|635214|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/04/2019|597925|24|327|1924555336091.00|200138130.00|2833304967.00|598276|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/05/2019|603041|18|321|1913659240809.00|199450000.00|3015069431.00|603380|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/06/2019|581944|19|313|1927680514405.00|195307130.00|2675982350.00|582276|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/07/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/08/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/09/2019|1500161|56|703|4441133573306.00|474154678.00|5797145262.00|1500920|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/10/2019|587510|21|280|1961487859567.00|210560221.00|2490785781.00|587811|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/11/2019|548464|15|287|1834474066634.00|82160000.00|2436486193.00|548766|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/12/2019|519482|15|259|1757820029473.00|94409173.00|2523794682.00|519756|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/13/2019|525925|27|359|1808256343582.00|250907484.00|3177261495.00|526311|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/14/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/15/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/16/2019|1433889|36|794|4314546971375.00|289965845.00|6110998600.00|1434719|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/17/2019|528278|14|296|1860171339714.00|91936893.00|2787965457.00|528588|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/18/2019|520802|20|297|1779574499010.00|163169611.00|2426001606.00|521119|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/19/2019|507483|11|315|1737107667314.00|150042000.00|2691527325.00|507809|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/20/2019|527978|17|303|1868724438343.00|251472000.00|2778173563.00|528298|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/21/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/22/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/23/2019|1361941|31|660|4171544297219.00|210770628.00|5460979631.00|1362632|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/24/2019|516970|20|294|1861099355803.00|153474000.00|2622097490.00|517284|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/25/2019|590606|10|287|1935129392057.00|80176000.00|2721200680.00|590903|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/26/2019|554510|15|309|1842580770099.00|139972978.00|3236322901.00|554834|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/27/2019|630504|21|339|2040440061120.00|242780000.00|3430427477.00|630864|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/28/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/29/2019|0|0|0|0.00|0.00|0.00|0|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|09/30/2019|1793345|48|749|5185081399330.00|634322190.00|7064571721.00|1794142|SEP2019|2019-09
TRANSAKSI TRANSFER VIA ATM|10/01/2019|769801|19|376|2398229647006.00|248547755.00|3997633884.00|770196|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/02/2019|686302|29|353|2072525791343.00|302529259.00|3194659802.00|686684|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/03/2019|612505|24|317|1915671816925.00|140484028.00|2914994331.00|612846|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/04/2019|599708|20|277|1966877212683.00|148303745.00|2264569647.00|600005|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/05/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/06/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/07/2019|1572975|34|704|4563435726652.00|219115791.00|5666986109.00|1573713|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/08/2019|549706|13|268|1907516317973.00|184812173.00|2529470482.00|549987|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/09/2019|546568|18|268|1825582128170.00|128250299.00|2645961807.00|546854|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/10/2019|562261|20|282|1838674652169.00|132500000.00|2696466113.00|562563|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/11/2019|551930|16|273|1875957057797.00|153000000.00|2474978887.00|552219|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/12/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/13/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/14/2019|1410300|33|708|4300395398895.00|280704315.00|5394347194.00|1411041|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/15/2019|562298|14|285|1950450314821.00|175055700.00|2385370078.00|562597|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/16/2019|530222|20|294|1801497670324.00|115745359.00|2620728676.00|530536|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/17/2019|500936|20|299|1711718555414.00|144300000.00|2603878084.00|501255|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/18/2019|516068|14|314|1788326106985.00|162679320.00|2662194042.00|516396|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/19/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/20/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/21/2019|1399622|39|720|4188954353191.00|261181799.00|5566492078.00|1400381|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/22/2019|510476|17|280|1819095940675.00|294410000.00|2785165478.00|510773|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/23/2019|501600|13|306|1719015881123.00|125381798.00|2485963882.00|501919|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/24/2019|490281|15|248|1697161260191.00|134999900.00|2295630981.00|490544|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/25/2019|618654|11|295|2051982564337.00|180237123.00|2742973486.00|618960|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/26/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/27/2019|0|0|0|0.00|0.00|0.00|0|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/28/2019|1549016|42|733|4470831313856.00|372554544.00|6180912688.00|1549791|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/29/2019|586988|19|273|1996931583352.00|220737416.00|2572777364.00|587280|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/30/2019|621924|15|311|2044805711722.00|134934913.00|3093097673.00|622250|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|10/31/2019|687067|13|325|2160971891575.00|95258200.00|3515477744.00|687405|OCT2019|2019-10
TRANSAKSI TRANSFER VIA ATM|11/01/2019|699602|25|365|2168361966176.00|227952544.00|3695159422.00|699992|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/02/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/03/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/04/2019|1670256|34|781|4703998069379.00|264538296.00|7314643448.00|1671071|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/05/2019|621600|23|366|2028970010075.00|192700000.00|3559947820.00|621989|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/06/2019|606395|25|330|1929258787225.00|190458825.00|2958535869.00|606750|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/07/2019|561682|20|339|1837947913419.00|214004000.00|3450802441.00|562041|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/08/2019|569203|23|301|1921269803346.00|161316000.00|2634897243.00|569527|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/09/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/10/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/11/2019|1425184|34|801|4085680191368.00|392356698.00|5612137733.00|1426019|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/12/2019|526772|14|274|1857808055468.00|85083261.00|2331662974.00|527060|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/13/2019|519385|15|265|1764241345813.00|91504875.00|2481450367.00|519665|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/14/2019|516292|14|295|1754252787268.00|80045194.00|2788636316.00|516601|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/15/2019|550558|15|294|1919175072979.00|84139305.00|2336786382.00|550867|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/16/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/17/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/18/2019|1417170|48|735|4250873640093.00|353731750.00|5451477195.00|1417953|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/19/2019|522999|17|292|1843810481987.00|103421244.00|2501647390.00|523308|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/20/2019|529729|9|265|1796410717890.00|61313990.00|2563329713.00|530003|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/21/2019|507314|17|287|1734529929820.00|165532000.00|2427933763.00|507618|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/22/2019|527260|17|293|1829915789616.00|136733805.00|2578880886.00|527570|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/23/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/24/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/25/2019|1423717|35|690|4278313634248.00|135436424.00|5827543665.00|1424442|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/26/2019|571181|21|303|1967102734641.00|136277412.00|2628932467.00|571505|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/27/2019|565723|22|295|1876042745994.00|206981149.00|2714237206.00|566040|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/28/2019|630681|16|278|1977996494759.00|166547828.00|2698782170.00|630975|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/29/2019|691510|31|362|2210536521736.00|196225166.00|3467199397.00|691903|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|11/30/2019|0|0|0|0.00|0.00|0.00|0|NOV2019|2019-11
TRANSAKSI TRANSFER VIA ATM|12/01/2019|0|0|0|0.00|0.00|0.00|0|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/02/2019|1881382|45|766|5310539739904.00|301325202.00|6903911723.00|1882193|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/03/2019|710840|8|357|2308851617521.00|68800000.00|3478769679.00|711205|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/04/2019|604085|13|374|1944044415355.00|127000000.00|3790094077.00|604472|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/05/2019|605437|23|293|1931791844363.00|260207083.00|2617213283.00|605753|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/06/2019|581985|23|328|1950629245604.00|234375262.00|2914593701.00|582336|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/07/2019|0|0|0|0.00|0.00|0.00|0|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/08/2019|0|0|0|0.00|0.00|0.00|0|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|12/09/2019|1491396|54|754|4425352723692.00|360121193.00|6576452891.00|1492204|DEC2019|2019-12
TRANSAKSI TRANSFER VIA ATM|01/01/2020|0|0|0|0.00|0.00|0.00|0|JAN2020|2020-01
TRANSAKSI TRANSFER VIA ATM|01/02/2020|821430|25|408|2110380487031.00|261270304.00|4116140233.00|821863|JAN2020|2020-01
TRANSAKSI TRANSFER VIA ATM|01/03/2020|541078|32|353|1708854043702.00|213756372.00|3415051953.00|541463|JAN2020|2020-01
TRANSAKSI TRANSFER VIA ATM|01/04/2020|0|0|0|0.00|0.00|0.00|0|JAN2020|2020-01
TRANSAKSI TRANSFER VIA ATM|01/05/2020|0|0|0|0.00|0.00|0.00|0|JAN2020|2020-01
TRANSAKSI TRANSFER VIA ATM|01/06/2020|1476098|46|829|4339175411573.00|413238316.00|7024808432.00|1476973|JAN2020|2020-01
