jnstrans|date|idr|sgd|usd|NomIdr|NomSgd|NomUsd|total|bln|mth
TRANSAKSI TRANSFER VIA ATM KIOS|01/24/2019|37630|8|28|270424772345.00|12289640.00|251896500.00|37666|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|01/25/2019|49682|4|30|314352904103.00|38629838.00|246810899.00|49716|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|01/26/2019|0|0|0|0.00|0.00|0.00|0|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|01/27/2019|0|0|0|0.00|0.00|0.00|0|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|01/28/2019|109401|11|57|663663684418.00|47685808.00|460447636.00|109469|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|01/29/2019|48305|2|41|323661767684.00|15522414.00|446697565.00|48348|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|01/30/2019|47929|2|30|320457391784.00|5801000.00|312686600.00|47961|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|01/31/2019|59858|1|37|369057399276.00|1040480.00|444107908.00|59896|JAN2019|2019-01
TRANSAKSI TRANSFER VIA ATM KIOS|02/01/2019|69401|12|50|400177321813.00|123916956.00|464418900.00|69463|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/02/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/03/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/04/2019|125254|8|74|683074471591.00|67785976.00|614036969.00|125336|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/05/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/06/2019|64570|10|59|351506905838.00|41785798.00|504261828.00|64639|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/07/2019|46544|6|23|287295248360.00|39660080.00|316573710.00|46573|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/08/2019|48616|1|29|315243951709.00|15000000.00|244867900.00|48646|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/09/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/10/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/11/2019|104482|3|68|636485548511.00|4551820.00|750281522.00|104553|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/12/2019|44035|0|27|303883513733.00|0.00|296991030.00|44062|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/13/2019|41690|0|19|283651255462.00|0.00|180473984.00|41709|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/14/2019|40163|3|29|273214461108.00|5040199.00|231837304.00|40195|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/15/2019|43794|3|38|305902637176.00|18600000.00|390267108.00|43835|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/16/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/17/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/18/2019|95638|2|47|606901276715.00|4000000.00|417658536.00|95687|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/19/2019|41100|2|31|293754591747.00|10309200.00|187827455.00|41133|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/20/2019|40495|0|28|279853296715.00|0.00|296691350.00|40523|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/21/2019|37669|0|30|263701918835.00|0.00|295950540.00|37699|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/22/2019|39751|5|21|281974029386.00|36000000.00|183357846.00|39777|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/23/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/24/2019|0|0|0|0.00|0.00|0.00|0|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/25/2019|99539|7|59|634899824091.00|57400000.00|604857720.00|99605|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/26/2019|46857|1|43|324302167995.00|15000000.00|574613681.00|46901|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/27/2019|48186|0|47|325453782404.00|0.00|572894800.00|48233|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|02/28/2019|69596|1|39|418576965900.00|3000000.00|446711010.00|69636|FEB2019|2019-02
TRANSAKSI TRANSFER VIA ATM KIOS|03/01/2019|68600|3|30|398949290210.00|50000000.00|298708118.00|68633|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/02/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/03/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/04/2019|126964|6|73|719479632177.00|51305867.00|669181284.00|127043|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/05/2019|50727|2|43|328911141446.00|26500000.00|331421925.00|50772|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/06/2019|45238|0|23|300195057924.00|0.00|187540288.00|45261|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/07/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/08/2019|74453|3|46|486475813771.00|29778080.00|506096390.00|74502|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/09/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/10/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/11/2019|102805|12|65|636865129831.00|44304626.00|452269820.00|102882|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/12/2019|43492|0|26|303033800802.00|0.00|369312085.00|43518|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/13/2019|40732|4|27|275127768201.00|10330158.00|263990790.00|40763|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/14/2019|39050|2|23|269158377634.00|6333918.00|216719371.00|39075|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/15/2019|42915|12|40|302230407832.00|51868735.00|297542364.00|42967|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/16/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/17/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/18/2019|91356|7|46|585886051559.00|37767102.00|424699388.00|91409|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/19/2019|40469|7|29|288130328903.00|5509370.00|282087400.00|40505|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/20/2019|39742|2|21|274232499473.00|12051809.00|192673297.00|39765|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/21/2019|36491|0|20|256309238976.00|0.00|155374856.00|36511|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/22/2019|39082|2|22|286942388926.00|11051653.00|181332000.00|39106|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/23/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/24/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/25/2019|91933|7|62|581952053718.00|7336557.00|716377744.00|92002|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/26/2019|42708|1|41|297433140090.00|20000000.00|478370019.00|42750|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/27/2019|40958|8|35|278410743191.00|8399249.00|249834800.00|41001|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/28/2019|44036|3|27|287541467208.00|30532000.00|256626036.00|44066|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/29/2019|53148|2|34|348919075281.00|2104656.00|241014066.00|53184|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/30/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|03/31/2019|0|0|0|0.00|0.00|0.00|0|MAR2019|2019-03
TRANSAKSI TRANSFER VIA ATM KIOS|04/01/2019|123982|6|65|713083697635.00|60107132.00|603948500.00|124053|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/02/2019|50617|3|38|317839665581.00|5104000.00|379569072.00|50658|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/03/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/04/2019|71118|2|66|446832618165.00|2050318.00|709605698.00|71186|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/05/2019|49307|8|36|315337727267.00|16265872.00|406333827.00|49351|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/06/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/07/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/08/2019|99233|2|66|624268433282.00|16045788.00|639897992.00|99301|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/09/2019|43167|10|29|298867587723.00|48358086.00|183869195.00|43206|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/10/2019|41636|6|28|283245199969.00|61110812.00|177668035.00|41670|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/11/2019|36988|25|51|256795068224.00|51893766.00|296858581.00|37064|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/12/2019|38699|9|45|272367872589.00|33344696.00|437229917.00|38753|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/13/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/14/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/15/2019|87600|7|63|581675884252.00|58260456.00|482741700.00|87670|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/16/2019|39974|0|19|286076297993.00|0.00|205103200.00|39993|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/17/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/18/2019|49211|8|50|341499614978.00|8293768.00|380997761.00|49269|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/19/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/20/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/21/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/22/2019|105372|9|73|712387409681.00|29205850.00|760182891.00|105454|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/23/2019|37844|8|33|289479577591.00|26686605.00|221371160.00|37885|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/24/2019|34720|6|21|254390812920.00|6225564.00|180092340.00|34747|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/25/2019|41917|10|32|288241412213.00|10392640.00|244924800.00|41959|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/26/2019|42345|11|29|293069303829.00|38846990.00|256334984.00|42385|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/27/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/28/2019|0|0|0|0.00|0.00|0.00|0|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/29/2019|96365|11|63|625605995992.00|25389331.00|555635200.00|96439|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|04/30/2019|59002|9|42|385408626964.00|13377918.00|465415669.00|59053|APR2019|2019-04
TRANSAKSI TRANSFER VIA ATM KIOS|05/01/2019|0|0|0|0.00|0.00|0.00|0|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/02/2019|83241|8|45|496483238188.00|8377844.00|426854105.00|83294|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/03/2019|49672|2|29|330942102910.00|11049834.00|399921600.00|49703|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/04/2019|0|0|0|0.00|0.00|0.00|0|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/05/2019|0|0|0|0.00|0.00|0.00|0|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/06/2019|102440|2|58|648653264368.00|28000000.00|515247594.00|102500|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/07/2019|41541|8|28|289634742425.00|17339697.00|254377050.00|41577|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/08/2019|38380|1|21|268582424059.00|1100000.00|177007000.00|38402|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/09/2019|36504|2|19|261930723548.00|12255321.00|185347400.00|36525|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/10/2019|40577|11|36|281696686136.00|44483852.00|305524637.00|40624|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/11/2019|0|0|0|0.00|0.00|0.00|0|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/12/2019|0|0|0|0.00|0.00|0.00|0|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/13/2019|89072|14|66|584985368867.00|14753178.00|463130832.00|89152|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/14/2019|38723|16|32|288926620138.00|35788282.00|167428691.00|38771|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/15/2019|38111|0|27|265181973670.00|0.00|251417518.00|38138|MAY2019|2019-05
TRANSAKSI TRANSFER VIA ATM KIOS|05/16/2019|36143|1|36|256948778685.00|15000000.00|416730285.00|36180|MAY2019|2019-05
